
Gurobi 11.0.3 (linux64, Java) logging started qui 18 dez 2025 20:27:15 -03

Set parameter WLSAccessID
Set parameter WLSSecret
Set parameter LicenseID to value 2566693
Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.8398712201892718e-08
Set parameter Threads to value 1
Set parameter NodefileDir to value "/home/ps12398/efpe/goalProgrammingMarcos/"
Set parameter NodefileStart to value 0.1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 1 threads

Academic license 2566693 - for non-commercial use only - registered to ja___@ufv.br
Optimize a model with 257643 rows, 174944 columns and 1943429 nonzeros
Model fingerprint: 0xc34fe10c
Model has 300 quadratic constraints
Variable types: 87326 continuous, 87618 integer (295 binary)
Coefficient statistics:
  Matrix range     [3e-03, 3e+06]
  QMatrix range    [3e-03, 5e+04]
  QLMatrix range   [1e+00, 5e+04]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 2e+06]
  QRHS range       [3e-02, 3e-02]
Presolve removed 255895 rows and 172676 columns
Presolve time: 1.38s
Presolved: 2891 rows, 2626 columns, 329427 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 295 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 953 continuous, 1673 integer (297 binary)
Found heuristic solution: objective 2.064526e+07

Root relaxation: objective 2.294426e+06, 390 iterations, 0.21 seconds (0.08 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 55571 47390 2346313.10 1926  359 2351838.31 2312582.84  1.67%   5.1 2890s
 55658 47477 2346430.01 1952  359 2351838.31 2312582.84  1.67%   5.1 2895s
 55760 47579 2346564.34 1986  359 2351838.31 2312582.84  1.67%   5.1 2900s
 55878 47697 2346649.32 2023  357 2351838.31 2312582.84  1.67%   5.1 2905s
 56025 47844 2347335.75 2152  357 2351838.31 2312582.84  1.67%   5.1 2910s
 56187 48004 2347574.52 2240  355 2351838.31 2312582.84  1.67%   5.1 2915s
 56306 48123 2347597.93 2296  356 2351838.31 2312582.84  1.67%   5.1 2920s
 56414 48231 2347626.60 2351  354 2351838.31 2312582.84  1.67%   5.1 2925s
 56514 48331 2347651.17 2413  352 2351838.31 2312582.84  1.67%   5.1 2930s
 56582 48397 2347723.84 2436  351 2351838.31 2312582.84  1.67%   5.1 2935s
 56681 48496 2347854.14 2479  351 2351838.31 2312582.84  1.67%   5.1 2940s
 56781 48596 2347993.87 2523  351 2351838.31 2312582.84  1.67%   5.1 2945s
 56873 48688 2348117.30 2558  351 2351838.31 2312582.84  1.67%   5.0 2950s
 56958 48773 2348228.31 2595  351 2351838.31 2312582.84  1.67%   5.0 2955s
 57056 48871 2348358.22 2635  351 2351838.31 2312582.84  1.67%   5.0 2960s
 57155 48970 2348492.81 2677  351 2351838.31 2312582.84  1.67%   5.0 2965s
 57236 49051 2348578.75 2702  350 2351838.31 2312582.84  1.67%   5.0 2970s
 57331 49146 2348708.09 2745  350 2351838.31 2312582.84  1.67%   5.0 2975s
 57453 49268 2348958.76 2818  349 2351838.31 2312582.84  1.67%   5.0 2980s
 57635 49450 2349426.39 3000  349 2351838.31 2312582.84  1.67%   5.0 2985s
 57773 49588 2349741.51 3121  348 2351838.31 2312582.84  1.67%   5.0 2990s
 57836 49650 2349825.38 3151  348 2351838.31 2312582.84  1.67%   5.0 2995s
 57915 49729 2349972.63 3204  348 2351838.31 2312582.84  1.67%   5.0 3000s
 57992 49806 2350116.16 3255  348 2351838.31 2312582.84  1.67%   5.0 3005s
 58068 49882 2350257.81 3306  348 2351838.31 2312582.84  1.67%   5.0 3010s
 58137 49951 2350386.42 3352  348 2351838.31 2312582.84  1.67%   5.0 3015s
 58204 50018 2350514.46 3394  350 2351838.31 2312582.84  1.67%   5.0 3020s
 58278 50073 2350571.13 3415  357 2351838.31 2312582.84  1.67%   5.0 3025s
 58339 50119 2350746.48 3441  356 2351838.31 2312582.84  1.67%   5.0 3030s
 58383 50139 2351639.38 3446  362 2351838.31 2312582.84  1.67%   5.0 3035s
 58428 50124 2351447.48 3445  361 2351838.31 2312582.84  1.67%   5.0 3040s
 58485 50129 2351571.13 3452  358 2351838.31 2312582.84  1.67%   5.0 3045s
 58550 50144 2351710.67 3462  358 2351838.31 2312582.84  1.67%   5.0 3050s
 58632 50194 2321462.89   71  310 2351838.31 2312584.10  1.67%   5.0 3055s
 58720 50266 2325611.52  115  312 2351838.31 2312584.10  1.67%   5.0 3060s
 58799 50334 2327432.63  155  316 2351838.31 2312584.10  1.67%   5.0 3065s
 58897 50414 2329660.44  204  316 2351838.31 2312584.10  1.67%   5.0 3070s
 58993 50493 infeasible  252      2351838.31 2312584.10  1.67%   5.0 3075s
 59090 50504 2335906.18  300  346 2351838.31 2312584.10  1.67%   5.0 3080s
 59170 50514 2347336.13  340  350 2351838.31 2312584.10  1.67%   5.0 3085s
 59245 50551 2347538.50   56  338 2351838.31 2312584.10  1.67%   5.0 3090s
 59342 50635 2332016.23  123  322 2351838.31 2312584.10  1.67%   5.0 3095s
 59430 50681 2351648.03  184  309 2351838.31 2312584.10  1.67%   5.0 3100s
 59509 50718 2350001.71   74  337 2351838.31 2312584.10  1.67%   5.0 3105s
 59574 50775 2334693.06   68  317 2351838.31 2312584.16  1.67%   5.0 3110s
 59646 50838     cutoff   98      2351838.31 2312584.16  1.67%   5.0 3115s
 59753 50929 2328645.07   67  318 2351838.31 2312585.12  1.67%   5.0 3120s
 59849 51021 2327329.09  100  316 2351838.31 2312585.12  1.67%   5.0 3125s
 59953 51083 2328351.67  136  311 2351838.31 2312585.12  1.67%   5.0 3130s
 60043 51161 2329438.94  168  313 2351838.31 2312585.12  1.67%   5.0 3135s
 60145 51245 2330230.20  219  313 2351838.31 2312585.12  1.67%   5.0 3140s
 60252 51261 infeasible  265      2351838.31 2312585.12  1.67%   5.0 3145s
 60325 51280 2348469.36  299  302 2351838.31 2312585.12  1.67%   5.0 3150s
 60400 51311 2317522.90   46  315 2351838.31 2312585.12  1.67%   5.0 3155s
 60462 51361     cutoff   93      2351838.31 2312585.12  1.67%   5.0 3160s
 60540 51415 2325740.48   50  318 2351838.31 2312586.80  1.67%   5.0 3165s
 60623 51464     cutoff   36      2351838.31 2312591.65  1.67%   5.0 3170s
 60713 51548 2321388.16   71  320 2351838.31 2312591.73  1.67%   5.0 3175s
 60814 51637 2324809.91  112  317 2351838.31 2312591.73  1.67%   5.0 3180s
 60920 51717 2341635.71  132  312 2351838.31 2312591.73  1.67%   5.0 3185s
 61004 51789 2326741.73  168  314 2351838.31 2312591.73  1.67%   5.0 3190s
 61094 51865 2326941.57  213  316 2351838.31 2312591.73  1.67%   5.0 3195s
 61190 51946 2327188.84  255  316 2351838.31 2312591.73  1.67%   5.0 3200s
 61298 51967 infeasible  296      2351838.31 2312591.73  1.67%   5.0 3205s
 61403 52000     cutoff  330      2351838.31 2312591.73  1.67%   5.0 3210s
 61507 52026 infeasible  350      2351838.31 2312591.73  1.67%   5.0 3215s
 61639 52076 2334028.51  369  338 2351838.31 2312591.73  1.67%   5.0 3220s
 61753 52154 2335800.92  382  341 2351838.31 2312591.73  1.67%   5.0 3225s
 61874 52265 2336209.86  385  343 2351838.31 2312591.73  1.67%   5.0 3230s
 61975 52334 2336647.87  387  342 2351838.31 2312591.73  1.67%   5.0 3235s
 62081 52374 2338720.16  401  352 2351838.31 2312591.73  1.67%   5.0 3240s
 62181 52408 2342313.62  418  349 2351838.31 2312591.73  1.67%   5.0 3245s
 62275 52456 2344223.06  425  343 2351838.31 2312591.73  1.67%   5.0 3250s
 62367 52508 2345813.71  430  340 2351838.31 2312591.73  1.67%   5.0 3255s
 62459 52540 2348639.37  439  337 2351838.31 2312591.73  1.67%   5.0 3260s
 62529 52570 2332258.42   47  322 2351838.31 2312591.73  1.67%   5.1 3265s
 62623 52622 2347335.29   74  327 2351838.31 2312591.83  1.67%   5.1 3270s
 62735 52689 2351392.18   77  335 2351838.31 2312592.55  1.67%   5.1 3275s
 62838 52746     cutoff   60      2351838.31 2312593.24  1.67%   5.1 3280s
 62941 52803 2317806.64   56  316 2351838.31 2312593.42  1.67%   5.1 3285s
 63086 52928 2335335.84  161  324 2351838.31 2312593.42  1.67%   5.1 3290s
 63195 52991 2339635.08   56  321 2351838.31 2312593.45  1.67%   5.1 3295s
 63294 53068 2329304.30   77  326 2351838.31 2312593.45  1.67%   5.1 3300s
 63385 53159 2339674.48  122  331 2351838.31 2312593.45  1.67%   5.1 3305s
 63496 53254 2344575.90  178  340 2351838.31 2312593.45  1.67%   5.1 3310s
 63608 53362 2347711.80  234  332 2351838.31 2312593.45  1.67%   5.1 3315s
 63713 53467 2347839.42  286  331 2351838.31 2312593.45  1.67%   5.1 3320s
 63813 53567 2347938.78  336  331 2351838.31 2312593.45  1.67%   5.1 3325s
 63917 53671 2348042.12  388  331 2351838.31 2312593.45  1.67%   5.1 3330s
 64021 53775 2348145.46  440  331 2351838.31 2312593.45  1.67%   5.1 3335s
 64123 53877 2348903.44  491  334 2351838.31 2312593.45  1.67%   5.1 3340s
 64227 53981 2349006.78  543  334 2351838.31 2312593.45  1.67%   5.1 3345s
 64343 54097 2349122.05  601  334 2351838.31 2312593.45  1.67%   5.1 3350s
 64463 54217 2348663.88  661  328 2351838.31 2312593.45  1.67%   5.1 3355s
 64581 54335 2348933.63  720  326 2351838.31 2312593.45  1.67%   5.1 3360s
 64691 54445 2349015.90  775  326 2351838.31 2312593.45  1.67%   5.1 3365s
 64813 54567 2349070.54  836  326 2351838.31 2312593.45  1.67%   5.1 3370s
 64921 54675 2349134.28  890  326 2351838.31 2312593.45  1.67%   5.1 3375s
 65038 54792 2349820.25  949  331 2351838.31 2312593.45  1.67%   5.1 3380s
 65140 54846     cutoff   69      2351838.31 2312603.20  1.67%   5.1 3385s
 65260 54953 2318453.05   49  316 2351838.31 2312603.44  1.67%   5.1 3390s
 65398 55075 2328139.86   69  319 2351838.31 2312603.44  1.67%   5.1 3395s
 65510 55187 2325239.58   85  323 2351838.31 2312603.44  1.67%   5.1 3400s
 65623 55300 2327590.98  101  322 2351838.31 2312603.44  1.67%   5.1 3405s
 65761 55438 2332621.20  119  323 2351838.31 2312603.44  1.67%   5.1 3410s
 65889 55534 2332372.97  142  325 2351838.31 2312603.44  1.67%   5.1 3415s
 66020 55611 2333617.71  170  322 2351838.31 2312603.44  1.67%   5.1 3420s
 66154 55717 2335288.85  185  328 2351838.31 2312603.44  1.67%   5.1 3425s
 66288 55823     cutoff  229      2351838.31 2312603.44  1.67%   5.1 3430s
 66421 55888 2339998.76  266  338 2351838.31 2312603.44  1.67%   5.1 3435s
 66527 55924 2349619.60  302  349 2351838.31 2312603.44  1.67%   5.1 3440s
 66603 55979     cutoff  326      2351838.31 2312603.44  1.67%   5.1 3445s
 66681 56046 2349606.33  340  359 2351838.31 2312603.44  1.67%   5.1 3450s
 66775 56116 2351681.38  372  338 2351838.31 2312603.44  1.67%   5.2 3455s
 66835 56127 2320132.25   41  315 2351838.31 2312603.44  1.67%   5.2 3460s
 66956 56219 2318832.34   51  312 2351838.31 2312628.23  1.67%   5.2 3465s
 67071 56260 2335408.18   55  324 2351838.31 2312628.23  1.67%   5.2 3470s
 67183 56318 2313701.64   47  319 2351838.31 2312637.22  1.67%   5.2 3475s
 67322 56443 2326752.84  103  312 2351838.31 2312637.22  1.67%   5.2 3480s
 67459 56558 2329045.18  141  307 2351838.31 2312637.22  1.67%   5.3 3485s
 67583 56663 2330680.61  186  309 2351838.31 2312637.22  1.67%   5.2 3490s
 67708 56719 2334931.00  231  313 2351838.31 2312637.22  1.67%   5.2 3495s
 67833 56760 2342565.71  273  323 2351838.31 2312637.22  1.67%   5.2 3500s
 67942 56802 2348001.17  308  341 2351838.31 2312637.22  1.67%   5.2 3505s
 68035 56847     cutoff   78      2351838.31 2312643.90  1.67%   5.2 3510s
 68166 56956     cutoff  146      2351838.31 2312643.90  1.67%   5.2 3515s
 68288 57038 2334026.75   77  327 2351838.31 2312650.52  1.67%   5.2 3520s
 68378 57124 2337099.90  122  331 2351838.31 2312650.52  1.67%   5.3 3525s
 68479 57211 2342105.39  173  344 2351838.31 2312650.52  1.67%   5.3 3530s
 68582 57310 2345767.99  224  345 2351838.31 2312650.52  1.67%   5.3 3535s
 68708 57436 2346033.82  287  320 2351838.31 2312650.52  1.67%   5.3 3540s
 68830 57558 2346338.84  348  320 2351838.31 2312650.52  1.67%   5.3 3545s
 68955 57683 2346694.11  411  321 2351838.31 2312650.52  1.67%   5.3 3550s
 69079 57807 2347047.75  473  321 2351838.31 2312650.52  1.67%   5.3 3555s
 69196 57924 2347425.55  531  320 2351838.31 2312650.52  1.67%   5.3 3560s
 69331 58059 2347766.43  599  321 2351838.31 2312650.52  1.67%   5.2 3565s
 69489 58217 2348178.50  678  320 2351838.31 2312650.52  1.67%   5.2 3570s
 69671 58399 2348622.10  769  320 2351838.31 2312650.52  1.67%   5.2 3575s
 69766 58438 2349540.37  790  319 2351838.31 2312650.52  1.67%   5.2 3580s
 69896 58548 2339165.14   82  322 2351838.31 2312657.84  1.67%   5.2 3585s
 69987 58609 2318641.27   42  320 2351838.31 2312661.28  1.67%   5.3 3590s
 70109 58731 2336297.03  131  330 2351838.31 2312661.28  1.67%   5.2 3595s

Cutting planes:
  RLT: 25

Explored 70232 nodes (369038 simplex iterations) in 3600.37 seconds (829.76 work units)
Thread count was 1 (of 24 available processors)

Solution count 10: 2.35184e+06 2.35198e+06 2.35202e+06 ... 2.38799e+06

Time limit reached
Best objective 2.351838308668e+06, best bound 2.312661283877e+06, gap 1.6658%
